task_key,title,assessment,merged_prs,historically_skipped,repair_groups,acceptance_groups,requirement,current_source_files
04-invoices-wallet-contracts.md#T-04.2.04.02,"Build provider chargeback detection: parse inbound notification, validate signature, map to original top-up",affected_by_identified_gap,"294,276",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:317,apps/api/src/wallet/chargeback-detection.controller.test.ts;apps/api/src/wallet/chargeback-detection.controller.ts;apps/api/src/wallet/chargeback-detection.integration.test.ts;apps/api/src/wallet/chargeback-detection.service.test.ts;apps/api/src/wallet/chargeback-detection.service.ts;apps/api/src/wallet/index.ts;apps/api/src/wallet/payment-gateway.test.ts;apps/api/src/wallet/payment-gateway.ts;apps/api/src/wallet/wallet.module.ts;packages/db/drizzle/0075_create_wallet_chargeback_events.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.wallet-chargeback-events.test.ts;packages/db/src/schema/wallet-chargeback-events.test.ts;packages/db/src/schema/wallet-chargeback-events.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/wallet-chargeback.test.ts;packages/shared/src/finance/wallet-chargeback.ts
04-invoices-wallet-contracts.md#T-04.2.04.03,Finance alert: push notification + dashboard warning for unresolved chargeback,affected_by_identified_gap,"295,277",False,"F10,F21","F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:318,apps/api/src/admin/admin.module.ts;apps/api/src/admin/chargeback-alert.controller.test.ts;apps/api/src/admin/chargeback-alert.controller.ts;apps/api/src/admin/index.ts;apps/api/src/wallet/chargeback-alert.integration.test.ts;apps/api/src/wallet/chargeback-alert.service.test.ts;apps/api/src/wallet/chargeback-alert.service.ts;apps/api/src/wallet/chargeback-detection.service.test.ts;apps/api/src/wallet/chargeback-detection.service.ts;apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet.module.ts;apps/web/src/pages/AdminDashboard.test.tsx;apps/web/src/pages/AdminDashboard.tsx;apps/worker/src/notifications/in-app-transport.test.ts;apps/worker/src/notifications/in-app-transport.ts;packages/db/src/seed/notification-templates.ts;packages/i18n/src/index.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/wallet-chargeback-alert.test.ts;packages/shared/src/finance/wallet-chargeback-alert.ts;packages/shared/src/notifications/notification-registry.test.ts;packages/shared/src/notifications/notification-registry.ts
04-invoices-wallet-contracts.md#T-04.3.01.01,"Create `bank_receipts` table: `id`, `invoiceId`, `profileId`, `amount`, `paymentDate`, `payerReference`, `attachmentKey`, `customerNote`, `state`, `confirmedBy?`, `confirmedAt?`, `rejectionReason?`, timestamps",merged_source_evidence_acceptance_retest_required,296,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:348,packages/db/drizzle/0078_create_bank_receipts.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.bank-receipts.test.ts;packages/db/src/migrate.idempotency-keys.test.ts;packages/db/src/migrate.invoice-adjustment-kind.test.ts;packages/db/src/migrate.invoice-correction-links.test.ts;packages/db/src/migrate.invoice-order-type-adjustment.test.ts;packages/db/src/migrate.invoice-order-type-replacement.test.ts;packages/db/src/migrate.wallet-available-balance.test.ts;packages/db/src/migrate.wallet-chargeback-events.test.ts;packages/db/src/migrate.wallet-online-topup-expiry-idx.test.ts;packages/db/src/migrate.wallet-receipt-attachment.test.ts;packages/db/src/migrate.wallet-reversal-check.test.ts;packages/db/src/migrate.wallet-reversal.test.ts;packages/db/src/migrate.wallet-topup-callback-events.test.ts;packages/db/src/migrate.wallet-transactions.test.ts;packages/db/src/schema/bank-receipts.test.ts;packages/db/src/schema/bank-receipts.ts;packages/db/src/schema/invoices.test.ts;packages/db/src/schema/invoices.ts;packages/db/src/test/testDb.ts
04-invoices-wallet-contracts.md#T-04.3.01.02,"Customer upload flow: validation (amount positive, file type/size), create receipt in Submitted state",merged_source_evidence_acceptance_retest_required,297,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:349,apps/api/src/finance/claim-bank-receipt-attachment.test.ts;apps/api/src/finance/claim-bank-receipt-attachment.ts;apps/api/src/invoice/customer-invoice.controller.test.ts;apps/api/src/invoice/customer-invoice.controller.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-bank-receipt-cross-flow.integration.test.ts;apps/api/src/invoice/invoice-bank-receipt-upload.integration.test.ts;apps/api/src/invoice/invoice-bank-receipt-upload.service.test.ts;apps/api/src/invoice/invoice-bank-receipt-upload.service.ts;apps/api/src/invoice/invoice.module.ts;apps/api/src/upload/upload.controller.ts;apps/api/src/wallet/bank-receipt-topup.integration.test.ts;apps/api/src/wallet/bank-receipt-topup.service.test.ts;apps/api/src/wallet/bank-receipt-topup.service.ts;apps/api/test/upload.controller.spec.ts;apps/web/src/lib/invoice-bank-receipt-upload.test.ts;apps/web/src/lib/invoice-bank-receipt-upload.ts;apps/web/src/pages/InvoiceBankReceiptUploadForm.tsx;apps/web/src/pages/InvoiceDetailsPage.test.tsx;apps/web/src/pages/InvoiceDetailsPage.tsx;packages/db/drizzle/0079_create_bank_receipt_attachment_claims.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.bank-receipt-attachment-claims.test.ts;packages/db/src/schema/bank-receipt-attachment-claims.test.ts;packages/db/src/schema/bank-receipt-attachment-claims.ts;packages/i18n/src/index.ts;packages/shared/src/finance/bank-receipt-attachment-claim.test.ts;packages/shared/src/finance/bank-receipt-attachment-claim.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/invoice-bank-receipt-upload.test.ts;packages/shared/src/finance/invoice-bank-receipt-upload.ts
04-invoices-wallet-contracts.md#T-04.3.01.03,Staff confirmation API: validate amount ≤ invoice remaining; if excess → auto-credit wallet; update invoice state; mark receipt Confirmed,affected_by_identified_gap,298,False,F12,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:350,apps/api/src/admin/admin.module.ts;apps/api/src/admin/invoice-bank-receipt-confirmation.controller.test.ts;apps/api/src/admin/invoice-bank-receipt-confirmation.controller.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.integration.test.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.service.test.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.service.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/invoice-bank-receipt-confirmation.test.ts;packages/shared/src/finance/invoice-bank-receipt-confirmation.ts
04-invoices-wallet-contracts.md#T-04.3.01.04,"Staff rejection API: mark receipt Rejected, store reason, notify customer",merged_source_evidence_acceptance_retest_required,299,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:351,apps/api/src/admin/invoice-bank-receipt-confirmation.controller.test.ts;apps/api/src/admin/invoice-bank-receipt-confirmation.controller.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.service.test.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.service.ts;apps/api/src/invoice/invoice-bank-receipt-rejection.integration.test.ts;apps/worker/src/notifications/outbox-writer.test.ts;apps/worker/src/notifications/outbox-writer.ts;apps/worker/src/notifications/retry-schedule.test.ts;packages/db/src/seed/notification-templates.ts;packages/i18n/src/index.ts;packages/shared/src/finance/invoice-bank-receipt-confirmation.test.ts;packages/shared/src/finance/invoice-bank-receipt-confirmation.ts;packages/shared/src/notifications/notification-registry.test.ts;packages/shared/src/notifications/notification-registry.ts
04-invoices-wallet-contracts.md#T-04.3.01.05,"Dual-approval check: if receipt amount ≥ admin-configured threshold, require second finance staff confirmation",affected_by_identified_gap,300,False,F13,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:352,apps/api/src/admin/dual-approval-resolution.test.ts;apps/api/src/admin/dual-approval-resolution.ts;apps/api/src/admin/dual-approval.service.ts;apps/api/src/admin/invoice-bank-receipt-confirmation.controller.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.integration.test.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.service.test.ts;apps/api/src/invoice/invoice-bank-receipt-confirmation.service.ts;apps/api/src/invoice/invoice-bank-receipt-dual-approval.integration.test.ts;apps/api/src/invoice/invoice-bank-receipt-rejection.integration.test.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/invoice-bank-receipt-confirmation.ts;packages/shared/src/finance/invoice-bank-receipt-dual-approval.test.ts;packages/shared/src/finance/invoice-bank-receipt-dual-approval.ts
03-core-business.md#T-03.01.01.01,"Create `products` table with columns: `id` (UUIDv7 PK), `type` (enum: `consultation`, `electricity`, `hardware`, `saving_plan`), `system_key` (nullable unique — used for immutable system products like electricity types), `title` (localized JSONB), `description` (localized JSONB, nullable), `price` (bigint nullable, in IRR), `status` (enum: `active`, `inactive`, `archived`), `created_at`, `updated_at`",merged_source_evidence_acceptance_retest_required,144,False,,"F02,F22",kanban/epics/03-core-business.md:61,apps/api/src/orders/products.controller.ts;packages/db/drizzle/0014_recreate_products_schema.sql;packages/db/src/schema/products.ts;packages/db/src/seed/index.ts;packages/db/src/seed/seed.test.ts
03-core-business.md#T-03.01.01.02,"Create `product_price_versions` table for versioned pricing: `id`, `product_id` (FK), `price` (bigint), `vat_category_override` (FK nullable), `effective_from` (timestamptz), `effective_until` (timestamptz nullable), `created_by` (FK to users)",merged_source_evidence_acceptance_retest_required,145,False,,"F02,F22",kanban/epics/03-core-business.md:62,packages/db/drizzle/0015_create_product_price_versions.sql;packages/db/src/index.ts;packages/db/src/schema/product-price-versions.test.ts;packages/db/src/schema/product-price-versions.ts
03-core-business.md#T-03.01.01.03,"Create `product_categories` table: `id`, `product_id` (FK), `category` (enum: `electricity_generation_station_consultation`, `electricity_saving_certificate_consultation`, `thermal_electricity`, `green_electricity`, `free_market_electricity`, `energy_saving_electricity`). Only for electricity and consultation types.",merged_source_evidence_acceptance_retest_required,147,False,,"F02,F22",kanban/epics/03-core-business.md:63,packages/db/drizzle/0017_create_product_categories.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/schema/product-categories.test.ts;packages/db/src/schema/product-categories.ts
03-core-business.md#T-03.01.01.04,"Create `electricity_product_limits` table: `id`, `product_id` (FK to electricity products only), `min_kwh` (bigint, default 0 = no limit), `max_kwh` (bigint, default 0 = no limit)",merged_source_evidence_acceptance_retest_required,148,False,,"F02,F22",kanban/epics/03-core-business.md:64,packages/db/drizzle/0018_create_electricity_product_limits.sql;packages/db/src/index.ts;packages/db/src/schema/electricity-product-limits.test.ts;packages/db/src/schema/electricity-product-limits.ts
07-ui-ux-design.md#T-07.01.01.01,"Initialize `packages/ui` with Tailwind CSS v4, PostCSS, autoprefixer. Configure `tailwind.config.ts` with extended color palette, font families (Vazirmatn for Persian, Inter for English), border-radius, spacing scale, and animation tokens.",merged_source_evidence_acceptance_retest_required,65,False,,"F20,F22",kanban/epics/07-ui-ux-design.md:78,packages/ui/package.json;packages/ui/postcss.config.ts;packages/ui/src/styles.css;packages/ui/tailwind.config.ts;pnpm-lock.yaml
07-ui-ux-design.md#T-07.01.01.02,"Install and configure shadcn/ui CLI: set `style: ""new-york""`, `baseColor: ""zinc""`, `cssVariables: true`. Generate initial component set: Button, Input, Label, Card, Badge, Dialog, DropdownMenu, Select, Separator, Sheet, Skeleton, Toast, Tooltip, Tabs, Avatar, Popover, Command, Switch, Progress, Slider, Textarea, Alert, Breadcrumb, ScrollArea, Calendar, Checkbox, RadioGroup, Sonner (toaster).",merged_source_evidence_acceptance_retest_required,66,False,,"F20,F22",kanban/epics/07-ui-ux-design.md:79,packages/ui/components.json;packages/ui/package.json;packages/ui/src/components/ui/alert.tsx;packages/ui/src/components/ui/avatar.tsx;packages/ui/src/components/ui/badge.tsx;packages/ui/src/components/ui/breadcrumb.tsx;packages/ui/src/components/ui/button.tsx;packages/ui/src/components/ui/calendar.tsx;packages/ui/src/components/ui/card.tsx;packages/ui/src/components/ui/checkbox.tsx;packages/ui/src/components/ui/command.tsx;packages/ui/src/components/ui/dialog.tsx;packages/ui/src/components/ui/dropdown-menu.tsx;packages/ui/src/components/ui/input-group.tsx;packages/ui/src/components/ui/input.tsx;packages/ui/src/components/ui/label.tsx;packages/ui/src/components/ui/popover.tsx;packages/ui/src/components/ui/progress.tsx;packages/ui/src/components/ui/radio-group.tsx;packages/ui/src/components/ui/scroll-area.tsx;packages/ui/src/components/ui/select.tsx;packages/ui/src/components/ui/separator.tsx;packages/ui/src/components/ui/sheet.tsx;packages/ui/src/components/ui/skeleton.tsx;packages/ui/src/components/ui/slider.tsx;packages/ui/src/components/ui/sonner.tsx;packages/ui/src/components/ui/switch.tsx;packages/ui/src/components/ui/tabs.tsx;packages/ui/src/components/ui/textarea.tsx;packages/ui/src/components/ui/toast.tsx;packages/ui/src/components/ui/tooltip.tsx;packages/ui/src/index.ts;packages/ui/src/lib/utils.ts;packages/ui/src/styles.css;packages/ui/tsconfig.json;pnpm-lock.yaml
07-ui-ux-design.md#T-07.01.01.03,"Install and configure Base UI (by MUI — `@mui/base` / `@mui/base-ui`) for complex patterns: NumberField (with locale-aware formatting), DatePicker/DateRangePicker (with Jalali support), ComboBox (with search + keyboard nav), Select (with multi-select + chips), Table (sortable, selectable rows via useTable).",merged_source_evidence_acceptance_retest_required,67,False,,"F20,F22",kanban/epics/07-ui-ux-design.md:80,packages/ui/package.json;packages/ui/src/components/base-ui/combo-box.tsx;packages/ui/src/components/base-ui/data-table.tsx;packages/ui/src/components/base-ui/date-picker.tsx;packages/ui/src/components/base-ui/multi-select.tsx;packages/ui/src/components/base-ui/number-field.tsx;packages/ui/src/index.ts;pnpm-lock.yaml
